Startup Name,Founded Year,Country,Industry,Funding Stage,Total Funding 
Startup_2543,2021,China,Gaming,Series C,184.0
Startup_2544,2001,UK,Gaming,IPO,436.0
Startup_2545,2016,China,EdTech,Series C,36.0
Startup_2546,2018,USA,FoodTech,Series C,74.0
Startup_2547,2018,UK,Tech,IPO,76.0
Startup_2548,2015,Brazil,Energy,Seed,472.0
Startup_2549,2006,USA,Logistics,Series A,384.0
Startup_2550,2018,Canada,FoodTech,Seed,100.0
Startup_2551,2013,Australia,Healthcare,Series B,27.0
Startup_2552,2015,Australia,Healthcare,Series B,463.0
Startup_2553,2009,Canada,Energy,Series C,226.0
Startup_2554,2012,Australia,EdTech,Series A,227.0
Startup_2555,2006,India,E-commerce,Series B,488.0
Startup_2556,2000,Australia,Healthcare,Seed,226.0
Startup_2557,2014,Canada,FinTech,Seed,477.0
Startup_2558,2018,China,FoodTech,Seed,102.0
Startup_2559,2021,Germany,EdTech,Series C,309.0
Startup_2560,2007,Brazil,FoodTech,Series A,366.0
Startup_2561,2014,Japan,AI,Series A,318.0
Startup_2562,2019,Canada,Logistics,Series A,397.0
Startup_2563,2009,Germany,Logistics,Series A,186.0
Startup_2564,2002,Germany,Logistics,Series C,255.0
Startup_2565,2019,Brazil,AI,Series C,364.0
Startup_2566,2020,Germany,Energy,Series A,456.0
Startup_2567,2006,Japan,FoodTech,IPO,80.0
Startup_2568,2020,Japan,Gaming,Series B,331.0
Startup_2569,2013,India,FinTech,Series A,191.0
Startup_2570,2019,Australia,Logistics,Series A,428.0
Startup_2571,2021,India,FinTech,Series A,429.0
Startup_2572,2000,USA,AI,Series C,278.0
Startup_2573,2002,Japan,Gaming,Series B,213.0
Startup_2574,2001,USA,Logistics,IPO,204.0
Startup_2575,2009,Germany,FinTech,IPO,233.0
Startup_2576,2019,Germany,E-commerce,Series B,442.0
Startup_2577,2021,Brazil,Energy,Series C,430.0
Startup_2578,2013,UK,Healthcare,IPO,181.0
Startup_2579,2007,Japan,FinTech,Seed,251.0
Startup_2580,2011,Germany,EdTech,IPO,327.0
Startup_2581,2016,India,Logistics,IPO,371.0
Startup_2582,2013,USA,FinTech,Series B,173.0
Startup_2583,2002,Brazil,FoodTech,Series B,75.0
Startup_2584,2010,China,EdTech,Series C,98.0
Startup_2585,2009,Brazil,Energy,Series C,398.0
Startup_2586,2021,Canada,AI,Seed,323.0
Startup_2587,2016,Germany,EdTech,Series C,120.0
Startup_2588,2005,UK,Healthcare,Series B,497.0
Startup_2589,2015,China,Energy,IPO,113.0
Startup_2590,2000,Brazil,Logistics,Series A,497.0
Startup_2591,2022,Australia,E-commerce,Series C,197.0
Startup_2592,2008,UK,FoodTech,IPO,138.0
Startup_2593,2000,India,Gaming,Series C,214.0
Startup_2594,2005,Germany,FinTech,IPO,182.0
Startup_2595,2014,India,EdTech,IPO,333.0
Startup_2596,2011,Brazil,EdTech,Series C,409.0
Startup_2597,2018,China,AI,Series A,390.0
Startup_2598,2006,Germany,AI,Series A,332.0
Startup_2599,2008,USA,FoodTech,Series C,439.0
Startup_2600,2018,Australia,Tech,Series B,438.0
Startup_2601,2011,China,Energy,IPO,104.0
Startup_2602,2018,Canada,Tech,Seed,76.0
Startup_2603,2011,Australia,Energy,IPO,472.0
Startup_2604,2021,Japan,Logistics,Series C,459.0
Startup_2605,2005,Canada,Gaming,Series C,34.0
Startup_2606,2019,Japan,Gaming,Series B,306.0
Startup_2607,2016,India,Healthcare,Series A,87.0
Startup_2608,2001,China,EdTech,IPO,216.0
Startup_2609,2008,UK,AI,Series B,103.0
Startup_2610,2015,China,Logistics,Seed,443.0
Startup_2611,2006,Brazil,AI,Series A,147.0
Startup_2612,2018,UK,Healthcare,Series A,395.0
Startup_2613,2015,India,Logistics,Series B,115.0
Startup_2614,2005,Brazil,Energy,Series A,162.0
Startup_2615,2019,Brazil,E-commerce,IPO,146.0
Startup_2616,2008,France,FoodTech,Series A,286.0
Startup_2617,2011,Australia,AI,IPO,201.0
Startup_2618,2018,France,Logistics,Series C,327.0
Startup_2619,2002,USA,AI,Seed,485.0
Startup_2620,2003,USA,FoodTech,Series C,225.0
Startup_2621,2010,USA,Energy,Series B,86.0
Startup_2622,2017,Brazil,Logistics,Series C,169.0
Startup_2623,2013,USA,FoodTech,Series A,430.0
Startup_2624,2006,China,Tech,IPO,409.0
Startup_2625,2003,France,E-commerce,Series C,86.0
Startup_2626,2002,India,Gaming,Series B,417.0
Startup_2627,2015,Japan,FoodTech,Series C,481.0
Startup_2628,2008,China,Energy,Series B,370.0
Startup_2629,2013,Japan,FoodTech,IPO,277.0
Startup_2630,2005,Canada,Energy,Series C,401.0
Startup_2631,2019,UK,E-commerce,Series A,151.0
Startup_2632,2020,Australia,FinTech,Series B,160.0
Startup_2633,2008,UK,FinTech,Seed,181.0
Startup_2634,2001,India,Logistics,Series A,356.0
Startup_2635,2001,France,Tech,IPO,396.0
Startup_2636,2005,USA,Logistics,Series C,26.0
Startup_2637,2006,Australia,FinTech,Series A,110.0
Startup_2638,2015,India,Logistics,Series B,201.0
Startup_2639,2016,UK,FinTech,Series B,332.0
Startup_2640,2005,Australia,Energy,Seed,463.0
Startup_2641,2014,India,Healthcare,Series A,84.0
Startup_2642,2020,USA,FinTech,Series A,167.0
Startup_2643,2011,Brazil,FoodTech,Series C,114.0
Startup_2644,2004,France,Healthcare,Series A,79.0
Startup_2645,2013,Japan,Logistics,Series A,131.0
Startup_2646,2017,USA,EdTech,IPO,286.0
Startup_2647,2015,Canada,EdTech,Seed,468.0
Startup_2648,2004,USA,Logistics,IPO,2.0
Startup_2649,2008,USA,Energy,Series C,472.0
Startup_2650,2004,UK,FoodTech,IPO,111.0
Startup_2651,2019,France,FinTech,Series C,189.0
Startup_2652,2006,Brazil,Gaming,IPO,139.0
Startup_2653,2000,China,E-commerce,Series B,70.0
Startup_2654,2014,India,EdTech,Series B,396.0
Startup_2655,2013,Japan,Logistics,Series B,100.0
Startup_2656,2021,Canada,FoodTech,Series A,412.0
Startup_2657,2012,Brazil,E-commerce,Series B,25.0
Startup_2658,2012,India,Healthcare,Series C,148.0
Startup_2659,2001,USA,Logistics,IPO,245.0
Startup_2660,2006,Australia,Logistics,Series C,313.0
Startup_2661,2018,Brazil,FinTech,Series A,81.0
Startup_2662,2013,France,Healthcare,Seed,329.0
Startup_2663,2013,Brazil,Logistics,IPO,247.0
Startup_2664,2007,Australia,Gaming,Series A,144.0
Startup_2665,2003,Australia,FinTech,Series A,439.0
Startup_2666,2013,France,Logistics,IPO,419.0
Startup_2667,2018,UK,AI,Series C,208.0
Startup_2668,2016,Australia,Gaming,Series C,153.0
Startup_2669,2013,USA,Tech,IPO,465.0
Startup_2670,2004,Germany,FinTech,Seed,131.0
Startup_2671,2009,Australia,EdTech,IPO,364.0
Startup_2672,2013,Germany,EdTech,Series A,26.0
Startup_2673,2019,Japan,FinTech,Series A,318.0
Startup_2674,2001,Australia,Gaming,Series A,444.0
Startup_2675,2009,UK,FoodTech,IPO,93.0
Startup_2676,2006,Japan,EdTech,Series C,271.0
Startup_2677,2008,Japan,E-commerce,IPO,244.0
Startup_2678,2001,Canada,Tech,Series A,310.0
Startup_2679,2000,Brazil,Healthcare,Series A,347.0
Startup_2680,2013,USA,EdTech,Seed,334.0
Startup_2681,2015,Japan,Gaming,Seed,28.0
Startup_2682,2004,Brazil,Logistics,Series C,406.0
Startup_2683,2015,Germany,E-commerce,Series B,381.0
Startup_2684,2006,China,Gaming,Seed,280.0
Startup_2685,2018,Brazil,Gaming,Seed,337.0
Startup_2686,2003,France,Logistics,Seed,245.0
Startup_2687,2016,Canada,Logistics,Seed,113.0
Startup_2688,2013,Japan,FoodTech,Seed,138.0
Startup_2689,2001,Canada,Energy,Series C,42.0
Startup_2690,2005,UK,Gaming,Series B,459.0
Startup_2691,2021,USA,Healthcare,Series B,23.0
Startup_2692,2018,Germany,E-commerce,IPO,63.0
Startup_2693,2021,Brazil,FinTech,Seed,229.0
Startup_2694,2007,India,E-commerce,Seed,67.0
Startup_2695,2016,Canada,Healthcare,Series C,168.0
Startup_2696,2011,Brazil,Tech,Series A,484.0
Startup_2697,2005,USA,Tech,Series B,466.0
Startup_2698,2021,Japan,E-commerce,Series A,469.0
Startup_2699,2001,Canada,Gaming,Series A,50.0
Startup_2700,2019,Germany,E-commerce,Seed,483.0
Startup_2701,2012,Germany,Tech,IPO,54.0
Startup_2702,2003,France,AI,Series C,423.0
Startup_2703,2021,Japan,Healthcare,Seed,398.0
Startup_2704,2002,Brazil,Tech,Seed,208.0
Startup_2705,2022,Germany,Gaming,Seed,128.0
Startup_2706,2012,Canada,E-commerce,Series A,312.0
Startup_2707,2018,UK,FoodTech,IPO,8.0
Startup_2708,2011,Germany,AI,IPO,388.0
Startup_2709,2013,China,FoodTech,Series C,24.0
Startup_2710,2014,Canada,Logistics,Series C,475.0
Startup_2711,2000,China,Tech,Seed,233.0
Startup_2712,2006,USA,Energy,Series C,419.0
Startup_2713,2016,Germany,FinTech,IPO,468.0
Startup_2714,2019,Australia,Gaming,Seed,11.0
Startup_2715,2017,China,Gaming,Series A,123.0
Startup_2716,2011,Canada,AI,IPO,377.0
Startup_2717,2006,Japan,EdTech,Series A,349.0
Startup_2718,2007,France,Healthcare,Series A,397.0
Startup_2719,2007,Japan,FoodTech,Series B,413.0
Startup_2720,2018,UK,Tech,IPO,26.0
Startup_2721,2002,USA,E-commerce,Seed,87.0
Startup_2722,2014,USA,Gaming,IPO,33.0
Startup_2723,2001,USA,FinTech,Series C,339.0
Startup_2724,2004,Australia,FoodTech,Seed,168.0
Startup_2725,2012,Brazil,FoodTech,IPO,296.0
Startup_2726,2009,Canada,EdTech,Seed,354.0
Startup_2727,2000,Australia,Logistics,Series C,308.0
Startup_2728,2014,Japan,Logistics,Series C,61.0
Startup_2729,2017,Australia,Healthcare,Series A,166.0
Startup_2730,2010,India,Tech,Series B,393.0
Startup_2731,2004,USA,Tech,Series A,330.0
Startup_2732,2015,UK,Logistics,Series C,39.0
Startup_2733,2009,China,Healthcare,IPO,348.0
Startup_2734,2002,China,Gaming,Series C,304.0
Startup_2735,2016,USA,Logistics,Series C,312.0
Startup_2736,2006,China,FoodTech,IPO,280.0
Startup_2737,2021,Germany,Healthcare,Series C,35.0
Startup_2738,2006,China,E-commerce,IPO,38.0
Startup_2739,2002,France,FinTech,Seed,97.0
Startup_2740,2003,UK,Gaming,Seed,64.0
Startup_2741,2019,India,Energy,Series B,124.0
Startup_2742,2020,China,E-commerce,Series C,446.0
Startup_2743,2008,Japan,EdTech,Series A,82.0
Startup_2744,2006,India,Tech,Series A,313.0
Startup_2745,2012,Japan,Gaming,Series C,233.0
Startup_2746,2014,France,FinTech,Seed,107.0
Startup_2747,2019,UK,Logistics,Series A,256.0
Startup_2748,2013,France,E-commerce,Seed,271.0
Startup_2749,2012,USA,FinTech,Series B,186.0
Startup_2750,2007,Germany,Logistics,IPO,132.0
Startup_2751,2013,Brazil,AI,Series B,240.0
Startup_2752,2017,Australia,Gaming,IPO,345.0
Startup_2753,2014,Germany,E-commerce,Series A,276.0
Startup_2754,2000,Germany,FinTech,IPO,323.0
Startup_2755,2005,Australia,FinTech,Series B,187.0
Startup_2756,2016,Brazil,Energy,Series B,26.0
Startup_2757,2018,Brazil,FoodTech,Series C,407.0
Startup_2758,2008,India,E-commerce,IPO,337.0
Startup_2759,2017,India,FinTech,Series B,337.0
Startup_2760,2016,India,Tech,Series A,197.0
Startup_2761,2002,India,Tech,Series A,304.0
Startup_2762,2008,Brazil,E-commerce,IPO,183.0
Startup_2763,2014,Germany,Energy,Series A,44.0
Startup_2764,2015,USA,Logistics,Series C,165.0
Startup_2765,2006,Australia,Healthcare,IPO,338.0
Startup_2766,2020,Germany,Energy,Seed,319.0
Startup_2767,2011,India,Healthcare,IPO,431.0
Startup_2768,2012,UK,EdTech,Seed,204.0
Startup_2769,2001,Germany,Tech,Series B,484.0
Startup_2770,2012,Australia,FinTech,Seed,255.0
Startup_2771,2011,Japan,Logistics,IPO,444.0
Startup_2772,2003,China,Energy,IPO,152.0
Startup_2773,2017,Australia,FinTech,Series C,305.0
Startup_2774,2012,USA,E-commerce,IPO,45.0
Startup_2775,2016,Australia,FinTech,Series A,341.0
Startup_2776,2001,UK,EdTech,Seed,358.0
Startup_2777,2000,USA,AI,Series B,338.0
Startup_2778,2013,China,Healthcare,Series C,442.0
Startup_2779,2004,India,AI,Series B,477.0
Startup_2780,2020,China,AI,Series A,362.0
Startup_2781,2010,Germany,FinTech,Series C,441.0
Startup_2782,2009,Brazil,AI,Seed,103.0
Startup_2783,2000,Australia,Energy,IPO,321.0
Startup_2784,2021,UK,Energy,Series C,43.0
Startup_2785,2007,UK,FinTech,Series C,430.0
Startup_2786,2020,Brazil,FinTech,Series A,390.0
Startup_2787,2016,Canada,E-commerce,Series A,323.0
Startup_2788,2005,Brazil,AI,IPO,7.0
Startup_2789,2003,Canada,FoodTech,Series B,19.0
Startup_2790,2000,Brazil,E-commerce,IPO,296.0
Startup_2791,2015,India,FinTech,Seed,182.0
Startup_2792,2019,Germany,FinTech,Series B,377.0
Startup_2793,2002,Australia,AI,Series A,379.0
Startup_2794,2007,Japan,Healthcare,Series A,119.0
Startup_2795,2020,China,Healthcare,Series A,446.0
Startup_2796,2014,Australia,E-commerce,Series C,280.0
Startup_2797,2019,France,Energy,IPO,93.0
Startup_2798,2022,Japan,Tech,Series C,273.0
Startup_2799,2017,France,EdTech,Seed,422.0
Startup_2800,2005,India,EdTech,IPO,333.0
Startup_2801,2021,France,FinTech,Seed,127.0
Startup_2802,2003,India,FinTech,Series B,304.0
Startup_2803,2009,China,Tech,Series C,371.0
Startup_2804,2017,Germany,Logistics,Seed,300.0
Startup_2805,2019,Canada,EdTech,Series B,280.0
Startup_2806,2005,Japan,Energy,IPO,255.0
Startup_2807,2012,Canada,FoodTech,Series A,94.0
Startup_2808,2021,Japan,Tech,Series A,86.0
Startup_2809,2000,Germany,E-commerce,Series C,398.0
Startup_2810,2003,India,Energy,Series B,232.0
Startup_2811,2018,Japan,Energy,Seed,148.0
Startup_2812,2018,Japan,Logistics,Series C,253.0
Startup_2813,2012,France,FoodTech,Series A,130.0
Startup_2814,2011,Germany,Healthcare,Series A,316.0
Startup_2815,2019,UK,FoodTech,Series C,50.0
Startup_2816,2017,Australia,Tech,IPO,399.0
Startup_2817,2022,Canada,FinTech,IPO,246.0
Startup_2818,2002,Canada,Healthcare,Series A,32.0
Startup_2819,2003,Germany,FinTech,Series B,104.0
Startup_2820,2020,Canada,Logistics,Seed,423.0
Startup_2821,2004,USA,Tech,Seed,373.0
Startup_2822,2022,China,EdTech,Series B,73.0
Startup_2823,2003,USA,EdTech,Series B,95.0
Startup_2824,2016,Germany,Energy,Series B,166.0
Startup_2825,2017,Brazil,EdTech,IPO,45.0
Startup_2826,2006,China,FoodTech,IPO,119.0
Startup_2827,2020,Canada,Gaming,IPO,270.0
Startup_2828,2005,UK,Gaming,IPO,241.0
Startup_2829,2001,UK,EdTech,Series A,406.0
Startup_2830,2007,Canada,EdTech,Series B,300.0
Startup_2831,2022,China,E-commerce,Series C,85.0
Startup_2832,2006,Brazil,AI,IPO,314.0
Startup_2833,2012,Australia,Gaming,Series A,123.0
Startup_2834,2001,France,Energy,Series A,175.0
Startup_2835,2010,Canada,EdTech,Series A,156.0
Startup_2836,2022,Canada,E-commerce,Series A,373.0
Startup_2837,2015,France,E-commerce,Seed,122.0
Startup_2838,2004,Australia,Gaming,Series B,280.0
Startup_2839,2001,USA,Logistics,Series A,187.0
Startup_2840,2008,UK,FoodTech,Series B,249.0
Startup_2841,2002,Germany,EdTech,IPO,408.0
Startup_2842,2022,UK,AI,Series B,186.0
Startup_2843,2005,Germany,EdTech,Series B,435.0
Startup_2844,2021,Japan,EdTech,Series B,43.0
Startup_2845,2009,France,Energy,Series C,379.0
Startup_2846,2009,India,Healthcare,Series B,20.0
Startup_2847,2011,Australia,FoodTech,Series C,430.0
Startup_2848,2017,Australia,E-commerce,Series C,333.0
Startup_2849,2017,Canada,FinTech,IPO,272.0
Startup_2850,2005,Canada,FoodTech,IPO,138.0
Startup_2851,2007,Brazil,AI,Series C,20.0
Startup_2852,2013,India,Gaming,Seed,198.0
Startup_2853,2022,France,EdTech,Series B,236.0
Startup_2854,2007,France,Logistics,Seed,480.0
Startup_2855,2018,UK,Healthcare,IPO,39.0
Startup_2856,2020,UK,FinTech,Series B,211.0
Startup_2857,2017,Australia,Energy,Seed,477.0
Startup_2858,2015,UK,Logistics,Series B,190.0
Startup_2859,2005,Brazil,FoodTech,Series B,75.0
Startup_2860,2008,France,Energy,Series C,188.0
Startup_2861,2018,Japan,FoodTech,Series B,431.0
Startup_2862,2005,Brazil,Logistics,Series B,360.0
Startup_2863,2007,Germany,EdTech,Series A,451.0
Startup_2864,2005,China,EdTech,Seed,351.0
Startup_2865,2013,China,Logistics,Series B,109.0
Startup_2866,2009,Germany,EdTech,Seed,108.0
Startup_2867,2022,France,Logistics,Series B,158.0
Startup_2868,2007,Canada,AI,Seed,148.0
Startup_2869,2007,Germany,Tech,Series B,496.0
Startup_2870,2017,Japan,E-commerce,Series B,150.0
Startup_2871,2005,France,Energy,Series A,453.0
Startup_2872,2012,China,Energy,IPO,139.0
Startup_2873,2018,Japan,Healthcare,Series B,480.0
Startup_2874,2007,China,Logistics,Series A,193.0
Startup_2875,2012,UK,Healthcare,Series A,386.0
Startup_2876,2012,USA,FinTech,Series C,155.0
Startup_2877,2005,USA,EdTech,Series A,141.0
Startup_2878,2013,USA,Energy,Series B,48.0
Startup_2879,2005,Japan,Logistics,Seed,24.0
Startup_2880,2000,Japan,EdTech,Seed,196.0
Startup_2881,2015,Germany,FoodTech,Seed,5.0
Startup_2882,2022,China,Gaming,IPO,156.0
Startup_2883,2010,Canada,Healthcare,Series C,373.0
Startup_2884,2016,USA,E-commerce,Series C,382.0
Startup_2885,2010,Brazil,EdTech,Series C,443.0
Startup_2886,2006,India,FoodTech,Seed,287.0
Startup_2887,2004,UK,FoodTech,Series A,99.0
Startup_2888,2011,China,Tech,Series A,496.0
Startup_2889,2002,Germany,Logistics,Seed,398.0
Startup_2890,2012,Canada,Energy,Series C,437.0
Startup_2891,2008,Canada,Healthcare,IPO,363.0
Startup_2892,2017,Germany,FoodTech,Series B,193.0
Startup_2893,2017,UK,Energy,IPO,119.0
Startup_2894,2002,UK,E-commerce,Series A,204.0
Startup_2895,2020,Japan,FinTech,Series C,410.0
Startup_2896,2003,France,Energy,Series B,235.0
Startup_2897,2003,USA,Tech,Series B,317.0
Startup_2898,2021,UK,Healthcare,IPO,73.0
Startup_2899,2000,India,FoodTech,Series C,331.0
Startup_2900,2015,Germany,EdTech,Seed,486.0
Startup_2901,2022,Australia,Tech,IPO,244.0
Startup_2902,2006,Australia,EdTech,IPO,210.0
Startup_2903,2018,China,E-commerce,IPO,491.0
Startup_2904,2010,USA,EdTech,Series A,223.0
Startup_2905,2014,UK,Tech,IPO,288.0
Startup_2906,2000,Australia,Tech,Series B,344.0
Startup_2907,2017,Germany,Energy,Seed,277.0
Startup_2908,2011,Australia,Logistics,IPO,467.0
Startup_2909,2008,Japan,Tech,IPO,406.0
Startup_2910,2018,Brazil,FinTech,Seed,288.0
Startup_2911,2002,Japan,Logistics,IPO,451.0
Startup_2912,2013,China,Tech,Series A,56.0
Startup_2913,2001,France,E-commerce,Series C,447.0
Startup_2914,2008,Germany,FinTech,Series A,157.0
Startup_2915,2003,Canada,AI,Series B,6.0
Startup_2916,2002,Canada,Gaming,Series A,258.0
Startup_2917,2016,USA,FinTech,Series B,180.0
Startup_2918,2009,Canada,Tech,Series C,438.0
Startup_2919,2010,Canada,Healthcare,Series A,167.0
Startup_2920,2014,Canada,AI,Seed,217.0
Startup_2921,2015,Canada,Logistics,Series B,314.0
Startup_2922,2004,UK,EdTech,Series C,156.0
Startup_2923,2022,Canada,Tech,Series A,156.0
Startup_2924,2009,USA,EdTech,Seed,92.0
Startup_2925,2014,USA,EdTech,Series C,89.0
Startup_2926,2018,USA,AI,IPO,192.0
Startup_2927,2022,Australia,E-commerce,Series A,75.0
Startup_2928,2010,France,EdTech,Series A,109.0
Startup_2929,2005,UK,FoodTech,IPO,322.0
Startup_2930,2004,India,Tech,IPO,259.0
Startup_2931,2004,India,Logistics,IPO,12.0
Startup_2932,2001,USA,E-commerce,IPO,230.0
Startup_2933,2014,USA,AI,Seed,490.0
Startup_2934,2007,Brazil,Energy,Series B,70.0
Startup_2935,2021,Germany,Tech,Seed,334.0
Startup_2936,2003,India,Energy,IPO,133.0
Startup_2937,2003,UK,Logistics,IPO,294.0
Startup_2938,2017,UK,AI,Seed,117.0
Startup_2939,2008,France,Logistics,Series C,406.0
Startup_2940,2020,Germany,Tech,Series A,408.0
Startup_2941,2018,Brazil,Gaming,Series C,58.0
Startup_2942,2019,Brazil,FinTech,Series B,39.0
Startup_2943,2020,Brazil,Gaming,Seed,499.0
Startup_2944,2010,Brazil,E-commerce,Series B,369.0
Startup_2945,2005,China,Gaming,Seed,100.0
Startup_2946,2002,Japan,Logistics,Seed,86.0
Startup_2947,2009,USA,AI,Series B,271.0
Startup_2948,2011,China,Gaming,Seed,353.0
Startup_2949,2012,France,AI,Series B,464.0
Startup_2950,2008,USA,Healthcare,Series C,305.0
Startup_2951,2019,Canada,Gaming,Series C,353.0
Startup_2952,2001,Japan,Energy,Series B,387.0
Startup_2953,2013,Germany,FoodTech,Seed,273.0
Startup_2954,2004,India,FoodTech,Series A,489.0
Startup_2955,2019,Australia,Logistics,Seed,153.0
Startup_2956,2008,UK,Tech,Series A,193.0
Startup_2957,2014,Germany,Healthcare,Seed,381.0
Startup_2958,2002,Canada,FoodTech,Series A,261.0
Startup_2959,2012,Germany,Energy,Seed,198.0
Startup_2960,2015,UK,FoodTech,Series A,388.0
Startup_2961,2003,Canada,Tech,IPO,392.0
Startup_2962,2012,France,FoodTech,Seed,249.0
Startup_2963,2004,Canada,Gaming,Series A,494.0
Startup_2964,2016,France,AI,Series A,169.0
Startup_2965,2011,Brazil,Logistics,IPO,159.0
Startup_2966,2002,Germany,Tech,IPO,411.0
Startup_2967,2004,UK,EdTech,Series A,151.0
Startup_2968,2020,China,Healthcare,Series C,387.0
Startup_2969,2010,France,FinTech,Series A,424.0
Startup_2970,2000,Canada,AI,IPO,334.0
Startup_2971,2022,Australia,EdTech,Series A,156.0
Startup_2972,2003,India,FoodTech,IPO,355.0
Startup_2973,2011,China,Healthcare,IPO,354.0
Startup_2974,2021,China,Tech,Series A,448.0
Startup_2975,2019,China,EdTech,IPO,79.0
Startup_2976,2005,Australia,E-commerce,Series C,157.0
Startup_2977,2018,Brazil,FinTech,IPO,242.0
Startup_2978,2000,USA,Logistics,Series B,261.0
Startup_2979,2022,Canada,Tech,Series B,318.0
Startup_2980,2014,Germany,E-commerce,Seed,130.0
Startup_2981,2008,Australia,EdTech,Series B,391.0
Startup_2982,2005,Australia,EdTech,Series C,184.0
Startup_2983,2004,India,Healthcare,IPO,270.0
Startup_2984,2010,Brazil,Logistics,Series C,147.0
Startup_2985,2002,France,Logistics,Series A,133.0
Startup_2986,2006,France,Energy,IPO,375.0
Startup_2987,2007,India,Tech,Series A,491.0
Startup_2988,2013,USA,Tech,Series A,56.0
Startup_2989,2016,USA,FoodTech,Series B,303.0
Startup_2990,2013,UK,Logistics,IPO,401.0
Startup_2991,2012,Japan,Gaming,Seed,241.0
Startup_2992,2010,Canada,EdTech,IPO,392.0
Startup_2993,2002,UK,EdTech,Series B,13.0
Startup_2994,2003,UK,Gaming,IPO,309.0
Startup_2995,2010,Canada,Logistics,Seed,167.0
Startup_2996,2001,India,Energy,Seed,21.0
Startup_2997,2020,China,Energy,Series C,145.0
Startup_2998,2014,China,Gaming,Series C,36.0
Startup_2999,2020,Japan,FinTech,IPO,435.0
Startup_3000,2018,Australia,AI,Series A,467.0
Startup_3001,2019,USA,EdTech,Series C,441.0
Startup_3002,2007,Australia,E-commerce,Series B,448.0
Startup_3003,2003,Japan,Tech,Series A,369.0
Startup_3004,2007,China,FinTech,Series C,57.0
Startup_3005,2020,Brazil,AI,Seed,141.0
Startup_3006,2000,UK,EdTech,IPO,479.0
Startup_3007,2019,France,Gaming,Series B,181.0
Startup_3008,2000,Germany,Energy,IPO,349.0
Startup_3009,2006,Germany,Tech,IPO,478.0
Startup_3010,2008,France,E-commerce,Series B,130.0
Startup_3011,2004,Canada,E-commerce,Series A,372.0
Startup_3012,2009,India,E-commerce,Seed,175.0
Startup_3013,2016,Brazil,AI,IPO,151.0
Startup_3014,2001,UK,E-commerce,Series C,231.0
Startup_3015,2016,India,FinTech,IPO,375.0
Startup_3016,2017,Brazil,Tech,IPO,464.0
Startup_3017,2017,France,Energy,Series C,131.0
Startup_3018,2013,Australia,Energy,Series C,270.0
Startup_3019,2019,India,Gaming,Series B,82.0
Startup_3020,2003,India,Gaming,Seed,334.0
Startup_3021,2020,China,EdTech,Series A,328.0
Startup_3022,2017,Australia,Tech,IPO,118.0
Startup_3023,2009,Germany,FinTech,IPO,295.0
Startup_3024,2012,China,FinTech,Seed,460.0
Startup_3025,2013,India,Healthcare,IPO,56.0
Startup_3026,2022,India,FoodTech,IPO,64.0
Startup_3027,2006,Brazil,Tech,Seed,159.0
Startup_3028,2021,India,E-commerce,Series A,128.0
Startup_3029,2013,Japan,EdTech,Series A,224.0
Startup_3030,2014,UK,Energy,Series C,74.0
Startup_3031,2021,France,Tech,Series A,362.0
Startup_3032,2021,France,Tech,Series B,370.0
Startup_3033,2011,Brazil,AI,Series C,292.0
Startup_3034,2011,UK,AI,IPO,63.0
Startup_3035,2004,USA,Gaming,IPO,477.0
Startup_3036,2020,Australia,Logistics,Series B,219.0
Startup_3037,2010,Brazil,AI,IPO,175.0
Startup_3038,2012,China,Energy,Seed,152.0
Startup_3039,2000,Germany,EdTech,Series A,347.0
Startup_3040,2015,India,EdTech,Seed,482.0
Startup_3041,2000,Australia,Healthcare,Series B,154.0
Startup_3042,2007,UK,E-commerce,IPO,46.0
Startup_3043,2022,Germany,E-commerce,Series B,426.0
Startup_3044,2006,Canada,Gaming,Series C,161.0
Startup_3045,2018,Japan,AI,Series B,481.0
Startup_3046,2015,China,Tech,Series B,161.0
Startup_3047,2011,China,Tech,Series C,473.0
Startup_3048,2017,Canada,Healthcare,Seed,159.0
Startup_3049,2016,USA,EdTech,IPO,268.0
Startup_3050,2008,USA,AI,Seed,427.0
Startup_3051,2010,China,Gaming,IPO,87.0
Startup_3052,2002,France,Healthcare,Series A,254.0
Startup_3053,2001,Germany,Tech,IPO,242.0
Startup_3054,2021,Canada,FoodTech,Seed,164.0
Startup_3055,2019,Germany,AI,Seed,50.0
Startup_3056,2013,China,AI,Series B,320.0
Startup_3057,2010,Brazil,Tech,IPO,129.0
Startup_3058,2008,Germany,Energy,Series C,274.0
Startup_3059,2006,Canada,AI,IPO,242.0
Startup_3060,2022,Germany,EdTech,Series C,485.0
Startup_3061,2018,Japan,Energy,Series C,497.0
Startup_3062,2010,UK,FinTech,IPO,260.0
Startup_3063,2013,France,Logistics,Series A,465.0
Startup_3064,2009,Canada,Tech,Series A,489.0
Startup_3065,2014,India,Energy,Seed,61.0
Startup_3066,2009,India,Tech,Series B,335.0
Startup_3067,2019,USA,EdTech,Series C,308.0
Startup_3068,2018,UK,AI,Seed,221.0
Startup_3069,2001,Japan,Gaming,Seed,105.0
Startup_3070,2001,Japan,Energy,IPO,415.0
Startup_3071,2022,China,Gaming,Series A,104.0
Startup_3072,2000,Germany,Gaming,Series C,448.0
Startup_3073,2010,Australia,FinTech,IPO,385.0
Startup_3074,2008,Japan,FinTech,Series B,313.0
